Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1658935215.135864,37636411,0,0
1,NewOrder,1658935252.772507,29716922,0,0
1,NewOrder,1658935282.489461,24183806,0,0
2,Payment,1658935306.673300,1273399,0,0
2,Payment,1658935307.946732,584747,0,0
1,NewOrder,1658935308.531513,13958425,0,0
1,NewOrder,1658935322.489970,34511861,0,0
1,NewOrder,1658935357.001870,16453168,0,0
1,NewOrder,1658935373.455070,24580786,0,0
2,Payment,1658935398.035889,741288,0,0
2,Payment,1658935398.777211,941714,0,0
3,OrderStatus,1658935399.718959,3264089,0,0
1,NewOrder,1658935402.983078,15976077,0,0
5,StockLevel,1658935418.959189,4409623,0,0
2,Payment,1658935423.368846,1302821,0,0
2,Payment,1658935424.671712,708056,0,0
1,NewOrder,1658935425.379801,24277128,0,0
1,NewOrder,1658935449.656961,40522961,0,0
1,NewOrder,1658935490.179956,19149824,0,0
2,Payment,1658935509.329814,1315675,0,0
2,Payment,1658935510.645550,670083,0,0
2,Payment,1658935511.315664,343190,0,0
2,Payment,1658935511.658887,904827,0,0
1,NewOrder,1658935512.563747,22319073,0,0
1,NewOrder,1658935534.882852,30142814,0,0
2,Payment,1658935565.025700,824223,0,0
4,Delivery,1658935565.849956,33761752,0,0
2,Payment,1658935599.611736,1469835,0,0
2,Payment,1658935601.081634,1021348,0,0
4,Delivery,1658935602.103009,32586941,0,0
2,Payment,1658935634.690010,349543,0,0
2,Payment,1658935635.039580,803348,0,0
1,NewOrder,1658935635.842990,16627894,0,0
1,NewOrder,1658935652.470917,40649125,0,0
5,StockLevel,1658935693.120076,4438535,0,0
1,NewOrder,1658935697.558643,27737553,0,0
1,NewOrder,1658935725.296233,14054823,0,0
2,Payment,1658935739.351089,1347101,0,0
2,Payment,1658935740.698224,1324709,0,0
1,NewOrder,1658935742.022970,35415859,0,0
5,StockLevel,1658935777.438861,4446766,0,0
1,NewOrder,1658935781.885661,19006792,0,0
3,OrderStatus,1658935800.892486,3315204,0,0
1,NewOrder,1658935804.207719,16503545,0,0
5,StockLevel,1658935820.711300,4456300,0,0
1,NewOrder,1658935825.167631,14216697,0,0
1,NewOrder,1658935839.384359,16973708,0,0
2,Payment,1658935856.358100,1334621,0,0
5,StockLevel,1658935857.692759,4433070,0,0
2,Payment,1658935862.125863,1318748,0,0
1,NewOrder,1658935863.444641,32762705,0,0
1,NewOrder,1658935896.207384,32569866,0,0
1,NewOrder,1658935928.777282,14098967,0,0
2,Payment,1658935942.876284,562592,0,0
1,NewOrder,1658935943.438909,33040940,0,0
1,NewOrder,1658935976.479880,21736726,0,0
1,NewOrder,1658935998.216638,25030517,0,0
1,NewOrder,1658936023.247187,21785127,0,0
1,NewOrder,1658936045.032353,29718615,0,0
1,NewOrder,1658936074.751001,41268782,0,0
1,NewOrder,1658936116.019817,16385272,0,0
3,OrderStatus,1658936132.405122,3057550,0,0
2,Payment,1658936135.462703,1256669,0,0
2,Payment,1658936136.719406,589335,0,0
2,Payment,1658936137.308776,1276069,0,0
2,Payment,1658936138.584885,1375497,0,0
1,NewOrder,1658936139.960410,40500672,0,0
1,NewOrder,1658936180.461115,40741710,0,0
3,OrderStatus,1658936221.202859,3316325,0,0
1,NewOrder,1658936224.519220,24181933,0,0
1,NewOrder,1658936248.701187,32436362,0,0
1,NewOrder,1658936281.137597,37512824,0,0
1,NewOrder,1658936318.650454,24016499,0,0
1,NewOrder,1658936342.666983,19530305,0,0
5,StockLevel,1658936362.197320,4446488,0,0
