Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1658883084.514369,521432,0,0
1,NewOrder,1658883085.036068,1241058,0,0
2,Payment,1658883086.277163,576389,0,0
2,Payment,1658883086.853589,390931,0,0
1,NewOrder,1658883087.244555,2627071,0,0
1,NewOrder,1658883089.871669,2708614,0,0
1,NewOrder,1658883092.580318,2208859,0,0
1,NewOrder,1658883094.789212,2021114,0,0
1,NewOrder,1658883096.810356,1240031,0,0
2,Payment,1658883098.050422,508846,0,0
1,NewOrder,1658883098.559309,1428790,0,0
2,Payment,1658883099.988139,467198,0,0
1,NewOrder,1658883100.455368,2480958,0,0
1,NewOrder,1658883102.936364,3136195,0,0
1,NewOrder,1658883106.072594,1812757,0,0
2,Payment,1658883107.885387,645257,0,0
1,NewOrder,1658883108.530675,2615889,0,0
2,Payment,1658883111.146603,457740,0,0
4,Delivery,1658883111.604383,3907367,0,0
1,NewOrder,1658883115.511789,1634351,0,0
1,NewOrder,1658883117.146177,2044026,0,0
2,Payment,1658883119.190239,739205,0,0
2,Payment,1658883119.929482,562424,0,0
1,NewOrder,1658883120.491944,1605207,0,0
2,Payment,1658883122.097189,499337,0,0
1,NewOrder,1658883122.596564,1500934,0,0
2,Payment,1658883124.097547,395178,0,0
2,Payment,1658883124.492785,479230,0,0
1,NewOrder,1658883124.972086,2167821,0,0
1,NewOrder,1658883127.139942,1911813,0,0
2,Payment,1658883129.051820,441820,0,0
2,Payment,1658883129.493678,583379,0,0
1,NewOrder,1658883130.077094,2032327,0,0
1,NewOrder,1658883132.109546,2312923,0,0
2,Payment,1658883134.422504,384851,0,0
1,NewOrder,1658883134.807388,1636419,0,0
2,Payment,1658883136.443840,739210,0,0
1,NewOrder,1658883137.183081,1344466,0,0
1,NewOrder,1658883138.527586,2303233,0,0
2,Payment,1658883140.830852,447770,0,0
1,NewOrder,1658883141.278655,1823401,0,0
1,NewOrder,1658883143.102088,1239946,0,0
1,NewOrder,1658883144.342078,2062734,0,0
2,Payment,1658883146.404853,477793,0,0
1,NewOrder,1658883146.882679,2116290,0,0
4,Delivery,1658883148.999001,4489299,0,0
2,Payment,1658883153.488331,562651,0,0
