Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,InsertRecord,1654984298.358894,10434,0,0
5,DeleteRecord,1654984298.369679,1074,0,0
3,ScanRecord,1654984298.370766,1351,0,0
2,InsertRecord,1654984298.372129,7607,0,0
5,DeleteRecord,1654984298.379749,862,0,0
3,ScanRecord,1654984298.380622,815,0,0
3,ScanRecord,1654984298.381449,4109,0,0
1,ReadRecord,1654984298.385570,843,0,0
1,ReadRecord,1654984298.386426,895,0,0
2,InsertRecord,1654984298.387333,2751,0,0
4,UpdateRecord,1654984298.390097,1123,0,0
1,ReadRecord,1654984298.391233,1075,0,0
3,ScanRecord,1654984298.392320,4190,0,0
2,InsertRecord,1654984298.396522,4097,0,0
3,ScanRecord,1654984298.400632,1014,0,0
3,ScanRecord,1654984298.401659,966,0,0
3,ScanRecord,1654984298.402637,7772,0,0
3,ScanRecord,1654984298.410423,833,0,0
3,ScanRecord,1654984298.411266,934,0,0
5,DeleteRecord,1654984298.412210,791,0,0
3,ScanRecord,1654984298.413013,864,0,0
3,ScanRecord,1654984298.413890,782,0,0
5,DeleteRecord,1654984298.414684,880,0,0
5,DeleteRecord,1654984298.415577,794,0,0
3,ScanRecord,1654984298.416384,747,0,0
5,DeleteRecord,1654984298.417143,759,0,0
5,DeleteRecord,1654984298.417915,884,0,0
5,DeleteRecord,1654984298.418812,870,0,0
5,DeleteRecord,1654984298.419695,760,0,0
3,ScanRecord,1654984298.420468,950,0,0
4,UpdateRecord,1654984298.421430,1014,0,0
3,ScanRecord,1654984298.422454,777,0,0
2,InsertRecord,1654984298.423244,8624,0,0
3,ScanRecord,1654984298.431881,950,0,0
1,ReadRecord,1654984298.432844,1031,0,0
2,InsertRecord,1654984298.433887,8395,0,0
4,UpdateRecord,1654984298.442312,1050,0,0
1,ReadRecord,1654984298.443375,953,0,0
1,ReadRecord,1654984298.444341,767,0,0
2,InsertRecord,1654984298.445121,7503,0,0
5,DeleteRecord,1654984298.452636,943,0,0
3,ScanRecord,1654984298.453593,866,0,0
5,DeleteRecord,1654984298.454471,602,0,0
3,ScanRecord,1654984298.455086,551,0,0
2,InsertRecord,1654984298.455649,7440,0,0
2,InsertRecord,1654984298.463102,10402,0,0
2,InsertRecord,1654984298.473517,10410,0,0
1,ReadRecord,1654984298.483939,962,0,0
3,ScanRecord,1654984298.484914,919,0,0
5,DeleteRecord,1654984298.485845,763,0,0
4,UpdateRecord,1654984298.486621,816,0,0
4,UpdateRecord,1654984298.487468,737,0,0
2,InsertRecord,1654984298.488215,6132,0,0
4,UpdateRecord,1654984298.494359,810,0,0
4,UpdateRecord,1654984298.495181,777,0,0
5,DeleteRecord,1654984298.495969,538,0,0
5,DeleteRecord,1654984298.496518,555,0,0
5,DeleteRecord,1654984298.497085,712,0,0
3,ScanRecord,1654984298.497810,740,0,0
4,UpdateRecord,1654984298.498563,802,0,0
5,DeleteRecord,1654984298.499378,774,0,0
2,InsertRecord,1654984298.500164,4569,0,0
1,ReadRecord,1654984298.504753,905,0,0
5,DeleteRecord,1654984298.505670,808,0,0
2,InsertRecord,1654984298.506491,8748,0,0
2,InsertRecord,1654984298.515257,20813,0,0
2,InsertRecord,1654984298.536083,10353,0,0
3,ScanRecord,1654984298.546449,659,0,0
1,ReadRecord,1654984298.547120,690,0,0
5,DeleteRecord,1654984298.547823,619,0,0
2,InsertRecord,1654984298.548455,8391,0,0
5,DeleteRecord,1654984298.556859,698,0,0
4,UpdateRecord,1654984298.557570,731,0,0
2,InsertRecord,1654984298.558314,8951,0,0
5,DeleteRecord,1654984298.567278,669,0,0
5,DeleteRecord,1654984298.567960,533,0,0
4,UpdateRecord,1654984298.568504,648,0,0
5,DeleteRecord,1654984298.569165,667,0,0
5,DeleteRecord,1654984298.569844,7897,0,0
5,DeleteRecord,1654984298.577754,982,0,0
5,DeleteRecord,1654984298.578749,847,0,0
1,ReadRecord,1654984298.579608,677,0,0
5,DeleteRecord,1654984298.580298,638,0,0
2,InsertRecord,1654984298.580947,7275,0,0
2,InsertRecord,1654984298.588234,10411,0,0
3,ScanRecord,1654984298.598658,916,0,0
4,UpdateRecord,1654984298.599587,924,0,0
1,ReadRecord,1654984298.600523,829,0,0
3,ScanRecord,1654984298.601365,729,0,0
3,ScanRecord,1654984298.602107,679,0,0
2,InsertRecord,1654984298.602799,6202,0,0
5,DeleteRecord,1654984298.609013,10486,0,0
3,ScanRecord,1654984298.619512,914,0,0
1,ReadRecord,1654984298.620439,849,0,0
3,ScanRecord,1654984298.621301,931,0,0
2,InsertRecord,1654984298.622245,7617,0,0
4,UpdateRecord,1654984298.629873,1061,0,0
3,ScanRecord,1654984298.630947,1171,0,0
1,ReadRecord,1654984298.632130,772,0,0
3,ScanRecord,1654984298.632915,3713,0,0
3,ScanRecord,1654984298.636641,888,0,0
1,ReadRecord,1654984298.637559,758,0,0
2,InsertRecord,1654984298.638330,12442,0,0
2,InsertRecord,1654984298.650785,10385,0,0
4,UpdateRecord,1654984298.661183,1177,0,0
4,UpdateRecord,1654984298.662373,1016,0,0
1,ReadRecord,1654984298.663402,832,0,0
5,DeleteRecord,1654984298.664247,579,0,0
5,DeleteRecord,1654984298.664837,990,0,0
4,UpdateRecord,1654984298.665839,1153,0,0
3,ScanRecord,1654984298.667005,759,0,0
2,InsertRecord,1654984298.667777,3806,0,0
1,ReadRecord,1654984298.671595,1000,0,0
2,InsertRecord,1654984298.672608,9458,0,0
5,DeleteRecord,1654984298.682079,1078,0,0
2,InsertRecord,1654984298.683169,9319,0,0
4,UpdateRecord,1654984298.692501,1184,0,0
5,DeleteRecord,1654984298.693697,1066,0,0
5,DeleteRecord,1654984298.694776,809,0,0
5,DeleteRecord,1654984298.695597,766,0,0
1,ReadRecord,1654984298.696376,758,0,0
4,UpdateRecord,1654984298.697147,973,0,0
1,ReadRecord,1654984298.698133,919,0,0
2,InsertRecord,1654984298.699065,3769,0,0
3,ScanRecord,1654984298.702846,1005,0,0
5,DeleteRecord,1654984298.703864,829,0,0
5,DeleteRecord,1654984298.704706,753,0,0
1,ReadRecord,1654984298.705472,799,0,0
5,DeleteRecord,1654984298.706310,914,0,0
