Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
3,ScanRecord,1654987063.144650,6944,0,0
2,InsertRecord,1654987063.151965,13484,0,0
5,DeleteRecord,1654987063.165464,4385,0,0
3,ScanRecord,1654987063.169862,6480,0,0
3,ScanRecord,1654987063.176357,6874,0,0
4,UpdateRecord,1654987063.183244,10035,0,0
5,DeleteRecord,1654987063.193293,4269,0,0
4,UpdateRecord,1654987063.197576,9663,0,0
1,ReadRecord,1654987063.207253,5460,0,0
3,ScanRecord,1654987063.212727,7107,0,0
1,ReadRecord,1654987063.219848,5322,0,0
3,ScanRecord,1654987063.225184,6517,0,0
5,DeleteRecord,1654987063.231714,4368,0,0
3,ScanRecord,1654987063.236095,6646,0,0
4,UpdateRecord,1654987063.242755,16488,0,0
4,UpdateRecord,1654987063.259260,10331,0,0
3,ScanRecord,1654987063.269605,6468,0,0
4,UpdateRecord,1654987063.276090,14407,0,0
2,InsertRecord,1654987063.290511,20801,0,0
3,ScanRecord,1654987063.311326,6789,0,0
3,ScanRecord,1654987063.318134,8009,0,0
5,DeleteRecord,1654987063.326161,16406,0,0
1,ReadRecord,1654987063.342581,5576,0,0
2,InsertRecord,1654987063.348171,15252,0,0
2,InsertRecord,1654987063.363442,20782,0,0
4,UpdateRecord,1654987063.384240,10905,0,0
4,UpdateRecord,1654987063.395159,10215,0,0
2,InsertRecord,1654987063.405387,20540,0,0
3,ScanRecord,1654987063.425942,6584,0,0
5,DeleteRecord,1654987063.432539,4451,0,0
1,ReadRecord,1654987063.437004,5116,0,0
4,UpdateRecord,1654987063.442134,9365,0,0
5,DeleteRecord,1654987063.451513,3953,0,0
5,DeleteRecord,1654987063.455478,4134,0,0
3,ScanRecord,1654987063.459626,6173,0,0
4,UpdateRecord,1654987063.465813,9604,0,0
3,ScanRecord,1654987063.475430,6850,0,0
1,ReadRecord,1654987063.482293,5325,0,0
4,UpdateRecord,1654987063.487632,9489,0,0
2,InsertRecord,1654987063.497134,12080,0,0
1,ReadRecord,1654987063.509228,5038,0,0
4,UpdateRecord,1654987063.514279,9054,0,0
3,ScanRecord,1654987063.523346,6296,0,0
1,ReadRecord,1654987063.529656,4795,0,0
2,InsertRecord,1654987063.534464,16429,0,0
5,DeleteRecord,1654987063.550907,4030,0,0
4,UpdateRecord,1654987063.554950,16844,0,0
5,DeleteRecord,1654987063.571810,4319,0,0
2,InsertRecord,1654987063.576142,16493,0,0
4,UpdateRecord,1654987063.592649,9276,0,0
4,UpdateRecord,1654987063.601939,9115,0,0
4,UpdateRecord,1654987063.611068,12740,0,0
4,UpdateRecord,1654987063.623822,9068,0,0
5,DeleteRecord,1654987063.632904,4034,0,0
5,DeleteRecord,1654987063.636963,7708,0,0
3,ScanRecord,1654987063.644685,8854,0,0
4,UpdateRecord,1654987063.653555,9885,0,0
5,DeleteRecord,1654987063.663454,4697,0,0
4,UpdateRecord,1654987063.668164,11690,0,0
4,UpdateRecord,1654987063.679870,11719,0,0
4,UpdateRecord,1654987063.691607,11617,0,0
1,ReadRecord,1654987063.703243,6084,0,0
2,InsertRecord,1654987063.709342,18665,0,0
2,InsertRecord,1654987063.728024,10371,0,0
4,UpdateRecord,1654987063.738410,7795,0,0
3,ScanRecord,1654987063.746230,5431,0,0
3,ScanRecord,1654987063.751676,5873,0,0
1,ReadRecord,1654987063.757564,4003,0,0
5,DeleteRecord,1654987063.761578,3829,0,0
2,InsertRecord,1654987063.765418,14667,0,0
1,ReadRecord,1654987063.780106,5026,0,0
4,UpdateRecord,1654987063.785146,6563,0,0
1,ReadRecord,1654987063.791722,3831,0,0
2,InsertRecord,1654987063.795564,15675,0,0
4,UpdateRecord,1654987063.811257,7602,0,0
2,InsertRecord,1654987063.818883,13233,0,0
4,UpdateRecord,1654987063.832137,7355,0,0
2,InsertRecord,1654987063.839506,13473,0,0
3,ScanRecord,1654987063.852993,6192,0,0
1,ReadRecord,1654987063.859209,4261,0,0
2,InsertRecord,1654987063.863487,10325,0,0
1,ReadRecord,1654987063.873837,4529,0,0
1,ReadRecord,1654987063.878386,3903,0,0
3,ScanRecord,1654987063.882304,4488,0,0
3,ScanRecord,1654987063.886808,4652,0,0
4,UpdateRecord,1654987063.891483,7665,0,0
3,ScanRecord,1654987063.899172,5180,0,0
3,ScanRecord,1654987063.904369,5102,0,0
5,DeleteRecord,1654987063.909490,3347,0,0
1,ReadRecord,1654987063.912848,3593,0,0
5,DeleteRecord,1654987063.916452,2844,0,0
1,ReadRecord,1654987063.919306,3583,0,0
1,ReadRecord,1654987063.922900,3433,0,0
5,DeleteRecord,1654987063.926342,2801,0,0
5,DeleteRecord,1654987063.929154,7234,0,0
3,ScanRecord,1654987063.936403,27817,0,0
2,InsertRecord,1654987063.964248,13666,0,0
2,InsertRecord,1654987063.977938,10443,0,0
3,ScanRecord,1654987063.988392,12709,0,0
