Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,ReadRecord,1654986829.076529,5315,0,0
4,UpdateRecord,1654986829.082064,15288,0,0
4,UpdateRecord,1654986829.097367,9038,0,0
1,ReadRecord,1654986829.106418,5031,0,0
3,ScanRecord,1654986829.111466,6376,0,0
3,ScanRecord,1654986829.117858,6585,0,0
2,InsertRecord,1654986829.124459,14511,0,0
3,ScanRecord,1654986829.138988,6597,0,0
1,ReadRecord,1654986829.145600,5218,0,0
4,UpdateRecord,1654986829.150835,19484,0,0
1,ReadRecord,1654986829.170336,5296,0,0
5,DeleteRecord,1654986829.175646,4296,0,0
2,InsertRecord,1654986829.179955,21671,0,0
1,ReadRecord,1654986829.201639,5294,0,0
2,InsertRecord,1654986829.206950,15455,0,0
1,ReadRecord,1654986829.222422,5188,0,0
4,UpdateRecord,1654986829.227624,57400,0,0
3,ScanRecord,1654986829.285045,8427,0,0
5,DeleteRecord,1654986829.293491,43565,0,0
3,ScanRecord,1654986829.337073,6992,0,0
4,UpdateRecord,1654986829.344078,13909,0,0
3,ScanRecord,1654986829.358002,6186,0,0
5,DeleteRecord,1654986829.364206,14561,0,0
1,ReadRecord,1654986829.378784,5020,0,0
3,ScanRecord,1654986829.383818,5907,0,0
2,InsertRecord,1654986829.389741,20269,0,0
5,DeleteRecord,1654986829.410028,10461,0,0
2,InsertRecord,1654986829.420506,20819,0,0
5,DeleteRecord,1654986829.441341,10462,0,0
2,InsertRecord,1654986829.451820,20810,0,0
5,DeleteRecord,1654986829.472647,10468,0,0
4,UpdateRecord,1654986829.483131,9034,0,0
2,InsertRecord,1654986829.492183,11759,0,0
3,ScanRecord,1654986829.503958,7026,0,0
4,UpdateRecord,1654986829.510999,13822,0,0
4,UpdateRecord,1654986829.524834,9393,0,0
5,DeleteRecord,1654986829.534241,11447,0,0
4,UpdateRecord,1654986829.545702,20898,0,0
5,DeleteRecord,1654986829.566614,10450,0,0
2,InsertRecord,1654986829.577076,20778,0,0
2,InsertRecord,1654986829.597868,20810,0,0
3,ScanRecord,1654986829.618691,6100,0,0
2,InsertRecord,1654986829.624808,14661,0,0
4,UpdateRecord,1654986829.639486,20817,0,0
3,ScanRecord,1654986829.660320,6963,0,0
1,ReadRecord,1654986829.667297,4590,0,0
5,DeleteRecord,1654986829.671904,19747,0,0
2,InsertRecord,1654986829.691667,20817,0,0
4,UpdateRecord,1654986829.712500,20855,0,0
5,DeleteRecord,1654986829.733372,10383,0,0
2,InsertRecord,1654986829.743771,20843,0,0
3,ScanRecord,1654986829.764630,7294,0,0
5,DeleteRecord,1654986829.771939,3900,0,0
2,InsertRecord,1654986829.775852,20064,0,0
4,UpdateRecord,1654986829.795939,20840,0,0
2,InsertRecord,1654986829.816792,20829,0,0
1,ReadRecord,1654986829.837633,4783,0,0
